Theater Name,Film Title,Format,Showtime,Daypart,Ticket Type,Price,Capacity,Previous Price,Price_Change
AMC The Americana at Brand 18,Nobody 2 (2025),2D,8:30p,Prime,Child,$21.49,N/A,N/A,N/A
AMC The Americana at Brand 18,Nobody 2 (2025),2D,10:50p,Late Night,Adult,$24.49,N/A,N/A,N/A
AMC The Americana at Brand 18,Nobody 2 (2025),2D,10:50p,Late Night,Senior,$22.99,N/A,N/A,N/A
AMC The Americana at Brand 18,Nobody 2 (2025),2D,10:50p,Late Night,Child,$21.49,N/A,N/A,N/A
AMC The Americana at Brand 18,Weapons (2025),2D,12:15p,Matinee,Adult,$20.79,N/A,N/A,N/A
AMC The Americana at Brand 18,Weapons (2025),2D,12:15p,Matinee,Senior,$19.59,N/A,N/A,N/A
AMC The Americana at Brand 18,Weapons (2025),2D,12:15p,Matinee,Child,$18.39,N/A,N/A,N/A
AMC The Americana at Brand 18,Weapons (2025),2D,6:50p,Prime,Adult,$24.49,N/A,N/A,N/A
AMC The Americana at Brand 18,Weapons (2025),2D,6:50p,Prime,Senior,$22.99,N/A,N/A,N/A
AMC The Americana at Brand 18,Weapons (2025),2D,6:50p,Prime,Child,$21.49,N/A,N/A,N/A
AMC The Americana at Brand 18,Weapons (2025),2D,10:00p,Late Night,Adult,$24.49,N/A,N/A,N/A
AMC The Americana at Brand 18,Weapons (2025),2D,10:00p,Late Night,Senior,$22.99,N/A,N/A,N/A
AMC The Americana at Brand 18,Weapons (2025),2D,10:00p,Late Night,Child,$21.49,N/A,N/A,N/A
AMC The Americana at Brand 18,Weapons (2025),2D,1:00p,Matinee,Adult,$15.79,N/A,N/A,N/A
AMC The Americana at Brand 18,Weapons (2025),2D,1:00p,Matinee,Senior,$14.59,N/A,N/A,N/A
AMC The Americana at Brand 18,Weapons (2025),2D,1:00p,Matinee,Child,$13.39,N/A,N/A,N/A
AMC The Americana at Brand 18,Weapons (2025),2D,4:00p,Twilight,Adult,$19.49,N/A,N/A,N/A
AMC The Americana at Brand 18,Weapons (2025),2D,4:00p,Twilight,Senior,$17.99,N/A,N/A,N/A
AMC The Americana at Brand 18,Weapons (2025),2D,4:00p,Twilight,Child,$16.49,N/A,N/A,N/A
AMC The Americana at Brand 18,Weapons (2025),2D,7:15p,Prime,Adult,$19.49,N/A,N/A,N/A
AMC The Americana at Brand 18,Weapons (2025),2D,7:15p,Prime,Senior,$17.99,N/A,N/A,N/A
AMC The Americana at Brand 18,Weapons (2025),2D,7:15p,Prime,Child,$16.49,N/A,N/A,N/A
AMC The Americana at Brand 18,Weapons (2025),2D,10:20p,Late Night,Adult,$19.49,N/A,N/A,N/A
AMC The Americana at Brand 18,Weapons (2025),2D,10:20p,Late Night,Senior,$17.99,N/A,N/A,N/A
AMC The Americana at Brand 18,Weapons (2025),2D,10:20p,Late Night,Child,$16.49,N/A,N/A,N/A
AMC The Americana at Brand 18,Weapons (2025),2D,3:00p,Matinee,Adult,$14.79,N/A,N/A,N/A
AMC The Americana at Brand 18,Weapons (2025),2D,3:00p,Matinee,Senior,$13.59,N/A,N/A,N/A
AMC The Americana at Brand 18,Weapons (2025),2D,3:00p,Matinee,Child,$12.39,N/A,N/A,N/A
AMC The Americana at Brand 18,Weapons (2025),2D,6:00p,Prime,Adult,$18.49,N/A,N/A,N/A
AMC The Americana at Brand 18,Weapons (2025),2D,6:00p,Prime,Senior,$16.99,N/A,N/A,N/A
AMC The Americana at Brand 18,Weapons (2025),2D,6:00p,Prime,Child,$15.49,N/A,N/A,N/A
AMC The Americana at Brand 18,Weapons (2025),2D,8:10p,Prime,Adult,$18.49,N/A,N/A,N/A
AMC The Americana at Brand 18,Weapons (2025),2D,8:10p,Prime,Senior,$16.99,N/A,N/A,N/A
AMC The Americana at Brand 18,Weapons (2025),2D,8:10p,Prime,Child,$15.49,N/A,N/A,N/A
AMC The Americana at Brand 18,Weapons (2025),2D,9:00p,Prime,Adult,$18.49,N/A,N/A,N/A
AMC The Americana at Brand 18,Weapons (2025),2D,9:00p,Prime,Senior,$16.99,N/A,N/A,N/A
AMC The Americana at Brand 18,Weapons (2025),2D,9:00p,Prime,Child,$15.49,N/A,N/A,N/A
AMC The Americana at Brand 18,Weapons (2025),2D,7:50p,Prime,Adult,$23.49,N/A,N/A,N/A
AMC The Americana at Brand 18,Weapons (2025),2D,7:50p,Prime,Senior,$21.99,N/A,N/A,N/A
AMC The Americana at Brand 18,Weapons (2025),2D,7:50p,Prime,Child,$20.49,N/A,N/A,N/A
AMC The Americana at Brand 18,Weapons (2025),2D,10:50p,Late Night,Adult,$23.49,N/A,N/A,N/A
AMC The Americana at Brand 18,Weapons (2025),2D,10:50p,Late Night,Senior,$21.99,N/A,N/A,N/A
AMC The Americana at Brand 18,Weapons (2025),2D,10:50p,Late Night,Child,$20.49,N/A,N/A,N/A
AMC The Americana at Brand 18,The Naked Gun (2025),2D,12:00p,Matinee,Adult,$14.79,N/A,N/A,N/A
AMC The Americana at Brand 18,The Naked Gun (2025),2D,12:00p,Matinee,Senior,$13.59,N/A,N/A,N/A
AMC The Americana at Brand 18,The Naked Gun (2025),2D,12:00p,Matinee,Child,$12.39,N/A,N/A,N/A
AMC The Americana at Brand 18,The Naked Gun (2025),2D,2:20p,Matinee,Adult,$14.79,N/A,N/A,N/A
AMC The Americana at Brand 18,The Naked Gun (2025),2D,2:20p,Matinee,Senior,$13.59,N/A,N/A,N/A
AMC The Americana at Brand 18,The Naked Gun (2025),2D,2:20p,Matinee,Child,$12.39,N/A,N/A,N/A
AMC The Americana at Brand 18,The Naked Gun (2025),2D,4:40p,Twilight,Adult,$18.49,N/A,N/A,N/A
AMC The Americana at Brand 18,The Naked Gun (2025),2D,4:40p,Twilight,Senior,$16.99,N/A,N/A,N/A
AMC The Americana at Brand 18,The Naked Gun (2025),2D,4:40p,Twilight,Child,$15.49,N/A,N/A,N/A
AMC The Americana at Brand 18,The Naked Gun (2025),2D,7:00p,Prime,Adult,$18.49,N/A,N/A,N/A
AMC The Americana at Brand 18,The Naked Gun (2025),2D,7:00p,Prime,Senior,$16.99,N/A,N/A,N/A
AMC The Americana at Brand 18,The Naked Gun (2025),2D,7:00p,Prime,Child,$15.49,N/A,N/A,N/A
AMC The Americana at Brand 18,The Naked Gun (2025),2D,10:40p,Late Night,Adult,$18.49,N/A,N/A,N/A
AMC The Americana at Brand 18,The Naked Gun (2025),2D,10:40p,Late Night,Senior,$16.99,N/A,N/A,N/A
AMC The Americana at Brand 18,The Naked Gun (2025),2D,10:40p,Late Night,Child,$15.49,N/A,N/A,N/A
Cinemark Baldwin Hills Crenshaw and XD,Nobody 2 (2025),D-BOX,12:15p,Matinee,Disc Day DBOX,$11.50,N/A,N/A,N/A
Cinemark Baldwin Hills Crenshaw and XD,Nobody 2 (2025),D-BOX,2:50p,Matinee,Disc Day DBOX,$11.50,N/A,N/A,N/A
Cinemark Baldwin Hills Crenshaw and XD,Nobody 2 (2025),D-BOX,5:25p,Twilight,Disc Day DBOX,$11.50,N/A,N/A,N/A
Cinemark Baldwin Hills Crenshaw and XD,Nobody 2 (2025),D-BOX,8:00p,Prime,Disc Day DBOX,$11.50,N/A,N/A,N/A
Cinemark Baldwin Hills Crenshaw and XD,Nobody 2 (2025),D-BOX,10:40p,Late Night,Disc Day DBOX,$11.50,N/A,N/A,N/A
Cinemark Baldwin Hills Crenshaw and XD,Nobody 2 (2025),XD,4:45p,Twilight,XD Discount Day,$8.25,N/A,N/A,N/A
Cinemark Baldwin Hills Crenshaw and XD,Nobody 2 (2025),XD,7:20p,Prime,XD Discount Day,$8.25,N/A,N/A,N/A
Cinemark Baldwin Hills Crenshaw and XD,Nobody 2 (2025),XD,9:55p,Late Night,XD Discount Day,$8.25,N/A,N/A,N/A
Cinemark Baldwin Hills Crenshaw and XD,Weapons (2025),2D,10:25a,Matinee,Discount Day,$6.50,N/A,N/A,N/A
Cinemark Baldwin Hills Crenshaw and XD,Weapons (2025),D-BOX,10:55a,Matinee,Disc Day DBOX,$11.50,N/A,N/A,N/A
Cinemark Baldwin Hills Crenshaw and XD,Weapons (2025),2D,1:00p,Matinee,Discount Day,$6.50,N/A,N/A,N/A
Cinemark Baldwin Hills Crenshaw and XD,Weapons (2025),D-BOX,2:00p,Matinee,Disc Day DBOX,$11.50,N/A,N/A,N/A
Cinemark Baldwin Hills Crenshaw and XD,Weapons (2025),2D,4:05p,Twilight,Discount Day,$6.50,N/A,N/A,N/A
Cinemark Baldwin Hills Crenshaw and XD,Weapons (2025),D-BOX,5:15p,Twilight,Disc Day DBOX,$11.50,N/A,N/A,N/A
Cinemark Baldwin Hills Crenshaw and XD,Weapons (2025),2D,7:10p,Prime,Discount Day,$6.50,N/A,N/A,N/A
Cinemark Baldwin Hills Crenshaw and XD,Weapons (2025),D-BOX,8:30p,Prime,Disc Day DBOX,$11.50,N/A,N/A,N/A
Cinemark Baldwin Hills Crenshaw and XD,Weapons (2025),2D,10:25p,Late Night,Discount Day,$6.50,N/A,N/A,N/A
Cinemark Baldwin Hills Crenshaw and XD,Weapons (2025),XD,12:00p,Matinee,XD Discount Day,$8.25,N/A,N/A,N/A
Cinemark Baldwin Hills Crenshaw and XD,Weapons (2025),XD,3:15p,Matinee,XD Discount Day,$8.25,N/A,N/A,N/A
Cinemark Baldwin Hills Crenshaw and XD,Weapons (2025),XD,6:30p,Prime,XD Discount Day,$8.25,N/A,N/A,N/A
Cinemark Baldwin Hills Crenshaw and XD,Weapons (2025),XD,9:45p,Late Night,XD Discount Day,$8.25,N/A,N/A,N/A
Cinemark Baldwin Hills Crenshaw and XD,The Naked Gun (2025),2D,10:25a,Matinee,Discount Day,$6.50,N/A,N/A,N/A
Cinemark Baldwin Hills Crenshaw and XD,The Naked Gun (2025),2D,2:05p,Matinee,Discount Day,$6.50,N/A,N/A,N/A
Cinemark Baldwin Hills Crenshaw and XD,The Naked Gun (2025),2D,4:30p,Twilight,Discount Day,$6.50,N/A,N/A,N/A
Cinemark Baldwin Hills Crenshaw and XD,The Naked Gun (2025),2D,8:10p,Prime,Discount Day,$6.50,N/A,N/A,N/A
Cinemark Baldwin Hills Crenshaw and XD,The Naked Gun (2025),2D,10:15p,Late Night,Discount Day,$6.50,N/A,N/A,N/A
Laemmle Noho 7,Nobody 2 (2025),2D,12:50p,Matinee,General Admission,$7.00,N/A,N/A,N/A
Laemmle Noho 7,Nobody 2 (2025),2D,3:00p,Matinee,General Admission,$7.00,N/A,N/A,N/A
Laemmle Noho 7,Nobody 2 (2025),2D,5:15p,Twilight,General Admission,$7.00,N/A,N/A,N/A
Laemmle Noho 7,Nobody 2 (2025),2D,7:30p,Prime,General Admission,$7.00,N/A,N/A,N/A
Laemmle Noho 7,Weapons (2025),2D,1:10p,Matinee,General Admission,$7.00,N/A,N/A,N/A
Laemmle Noho 7,Weapons (2025),2D,4:10p,Twilight,General Admission,$7.00,N/A,N/A,N/A
Laemmle Noho 7,Weapons (2025),2D,7:10p,Prime,General Admission,$7.00,N/A,N/A,N/A
Laemmle Noho 7,The Naked Gun (2025),2D,1:00p,Matinee,General Admission,$7.00,N/A,N/A,N/A
Laemmle Noho 7,The Naked Gun (2025),2D,3:10p,Matinee,General Admission,$7.00,N/A,N/A,N/A
Laemmle Noho 7,The Naked Gun (2025),2D,5:20p,Twilight,General Admission,$7.00,N/A,N/A,N/A
Laemmle Noho 7,The Naked Gun (2025),2D,7:30p,Prime,General Admission,$7.00,N/A,N/A,N/A
