Theater Name,Film Title,Format,Showtime,Daypart,Ticket Type,Price,Capacity,Previous Price,Price_Change
Movie Tavern Hulen,Americana (2025),2D,6:45p,Unknown,General Admission,$11.91,N/A,N/A,N/A
Movie Tavern Hulen,Americana (2025),2D,6:45p,Unknown,Child,$8.66,N/A,N/A,N/A
Movie Tavern Hulen,Americana (2025),2D,6:45p,Unknown,Senior,$8.66,N/A,N/A,N/A
